datetime,Ta,RH,WS,P,Kd,Ld
26/05/2004 03:30,8.379,87.694,3.631,1001.4,0.0,297.84
26/05/2004 04:00,8.23,87.681,3.665,1001.4,0.0,296.39
26/05/2004 04:30,8.12,87.555,4.333,1001.4,0.0,303.58
26/05/2004 05:00,8.0,87.545,3.396,1001.6,0.0,285.67
26/05/2004 05:30,7.81,87.629,3.886,1001.8,0.0,305.37
26/05/2004 06:00,7.72,87.371,2.849,1001.9,0.0,306.4
26/05/2004 06:30,7.77,86.379,3.082,1002.1,0.0,301.33
26/05/2004 07:00,7.89,84.445,2.95,1002.3,0.0,258.69
26/05/2004 07:30,7.8,83.928,2.91,1002.4,0.76,265.43
26/05/2004 08:00,7.79,83.191,2.763,1002.5,22.37,273.36
26/05/2004 08:30,7.77,83.419,2.17,1002.6,85.86,315.35
26/05/2004 09:00,7.98,83.552,1.952,1002.8,87.94,312.12
26/05/2004 09:30,8.41,83.392,2.869,1002.9,123.09,324.99
26/05/2004 10:00,8.95,83.94,4.476,1003.2,205.96,324.79
26/05/2004 10:30,9.7,82.919,3.726,1003.0,380.31,304.07
26/05/2004 11:00,10.33,80.915,5.301,1002.9,259.78,325.59
26/05/2004 11:30,10.74,77.889,4.752,1002.9,267.3,318.64
26/05/2004 12:00,11.33,69.318,6.414,1002.5,214.97,328.08
26/05/2004 12:30,11.129,70.343,7.452,1002.2,258.18,301.18
26/05/2004 13:00,11.4,65.368,7.988,1001.7,403.58,328.31
26/05/2004 13:30,10.49,67.26,9.498,1001.7,131.27,324.24
26/05/2004 14:00,10.189,70.98,6.786,1002.1,216.42,332.98
26/05/2004 14:30,10.85,65.649,7.684,1001.8,235.06,324.61
26/05/2004 15:00,11.28,61.454,7.766,1001.8,154.89,309.46
26/05/2004 15:30,11.53,54.729,8.627,1002.0,248.11,306.12
26/05/2004 16:00,11.59,55.909,7.87,1002.2,168.94,307.25
26/05/2004 16:30,11.129,58.534,6.881,1002.4,24.2,329.22
26/05/2004 17:00,10.76,59.271,7.901,1002.6,12.31,314.25
26/05/2004 17:30,10.42,66.844,5.205,1002.9,1.7,313.83
26/05/2004 18:00,10.16,69.96,5.196,1003.2,0.0,320.05
26/05/2004 18:30,10.09,65.394,4.966,1003.4,0.0,303.45
26/05/2004 19:00,9.76,65.608,6.208,1003.6,0.0,319.7
26/05/2004 19:30,9.42,72.491,5.101,1003.8,0.0,329.48
26/05/2004 20:00,9.07,74.958,4.194,1004.0,0.0,292.45
26/05/2004 20:30,9.18,71.767,4.607,1004.0,0.0,326.85
26/05/2004 21:00,8.82,76.886,3.234,1004.2,0.0,341.56
26/05/2004 21:30,8.09,81.137,2.999,1004.5,0.0,345.55
26/05/2004 22:00,7.65,83.613,3.156,1004.6,0.0,344.18
26/05/2004 22:30,7.189,84.465,4.009,1004.6,0.0,338.45
26/05/2004 23:00,7.2,84.975,3.112,1004.4,0.0,338.38
26/05/2004 23:30,7.36,83.424,3.036,1004.4,0.0,341.9
27/05/2004 00:00,7.25,86.031,3.787,1004.5,0.0,342.32
27/05/2004 00:30,7.42,87.282,4.111,1004.0,0.0,323.96
27/05/2004 01:00,7.53,88.302,3.698,1003.9,0.0,322.55
27/05/2004 01:30,7.689,88.144,3.137,1003.8,0.0,328.34
27/05/2004 02:00,7.79,87.824,3.125,1003.7,0.0,340.75
27/05/2004 02:30,7.62,89.133,5.585,1003.8,0.0,335.07
27/05/2004 03:00,7.59,89.731,6.05,1003.8,0.0,333.51
27/05/2004 03:30,7.58,91.04,5.561,1004.0,0.0,340.97
27/05/2004 04:00,7.54,91.783,3.837,1004.0,0.0,341.7
27/05/2004 04:30,7.52,92.356,4.129,1004.0,0.0,339.53
27/05/2004 05:00,7.65,91.928,3.88,1004.05,0.0,339.04
27/05/2004 05:30,7.78,91.0,3.657,1004.1,0.0,341.09
27/05/2004 06:00,7.8,90.378,3.032,1004.3,0.0,332.79
27/05/2004 06:30,7.7,90.428,6.791,1004.6,0.0,332.21
27/05/2004 07:00,7.629,90.741,4.652,1004.8,0.0,333.49
27/05/2004 07:30,7.629,90.805,1.224,1005.0,0.62,339.3
27/05/2004 08:00,7.689,90.987,1.053,1005.2,19.06,337.39
27/05/2004 08:30,7.8,90.726,1.912,1005.3,88.61,339.35
27/05/2004 09:00,8.07,89.902,2.76,1005.4,91.52,345.35
27/05/2004 09:30,8.39,89.031,3.412,1005.7,163.48,345.99
27/05/2004 10:00,8.89,88.299,3.287,1005.9,106.98,349.09
27/05/2004 10:30,9.37,87.21,2.774,1006.1,107.88,352.83
27/05/2004 11:00,9.53,86.231,4.011,1006.2,164.69,352.61
27/05/2004 11:30,10.01,79.71,3.847,1005.9,350.81,350.38
27/05/2004 12:00,10.52,75.897,3.197,1005.5,172.55,353.61
27/05/2004 12:30,10.629,75.466,2.798,1005.3,182.46,350.97
27/05/2004 13:00,10.89,76.201,2.706,1005.1,231.55,342.85
27/05/2004 13:30,11.29,72.966,4.141,1004.9,95.7,353.5
27/05/2004 14:00,10.55,78.177,3.697,1005.0,96.01,353.69
27/05/2004 14:30,10.67,78.122,1.769,1004.9,324.77,342.5
27/05/2004 15:00,11.17,76.269,1.512,1004.9,82.55,347.93
27/05/2004 15:30,11.24,77.222,0.995,1005.0,60.1,354.42
27/05/2004 16:00,11.11,75.513,2.182,1005.0,31.36,353.4
27/05/2004 16:30,10.939,78.971,1.668,1005.3,61.54,348.34
27/05/2004 17:00,10.93,80.031,1.181,1005.3,8.79,343.9
27/05/2004 17:30,10.89,82.76,1.518,1005.5,0.0,348.49
27/05/2004 18:00,10.36,87.172,2.784,1005.9,0.0,357.31
27/05/2004 18:30,10.09,89.08,2.076,1006.0,0.0,355.98
27/05/2004 19:00,10.0,90.281,2.067,1006.1,0.0,355.4
27/05/2004 19:30,9.98,88.351,1.916,1006.0,0.0,353.79
27/05/2004 20:00,10.1,84.341,4.18,1006.1,0.0,346.19
27/05/2004 20:30,9.939,82.525,4.949,1006.2,0.0,319.05
27/05/2004 21:00,9.71,83.234,5.32,1006.2,0.0,301.44
27/05/2004 21:30,9.64,82.358,5.264,1006.1,0.0,318.8
27/05/2004 22:00,9.67,80.788,5.228,1006.1,0.0,321.13
27/05/2004 22:30,9.51,81.023,4.861,1005.9,0.0,312.95
27/05/2004 23:00,9.35,81.61,4.122,1005.7,0.0,288.71
27/05/2004 23:30,9.08,82.629,4.921,1005.8,0.0,274.76
28/05/2004 00:00,8.99,83.222,5.451,1005.7,0.0,271.88
28/05/2004 00:30,9.04,83.316,4.767,1005.5,0.0,320.49
28/05/2004 01:00,9.02,83.537,4.132,1005.3,0.0,318.19
28/05/2004 01:30,9.01,83.773,3.833,1005.1,0.0,318.2
28/05/2004 02:00,9.06,82.711,4.374,1005.1,0.0,309.72
28/05/2004 02:30,9.06,81.402,4.667,1005.1,0.0,309.55
28/05/2004 03:00,9.129,80.35,4.305,1005.067,0.0,327.02
28/05/2004 03:30,9.32,79.641,5.324,1005.033,0.0,340.35
28/05/2004 04:00,8.91,86.202,4.349,1005.0,0.0,345.96
28/05/2004 04:30,9.03,85.716,4.974,1005.0,0.0,347.43
28/05/2004 05:00,8.84,88.665,3.862,1004.9,0.0,346.19
28/05/2004 05:30,9.16,86.643,4.042,1004.7,0.0,336.99
28/05/2004 06:00,9.09,84.392,4.895,1004.6,0.0,316.89
28/05/2004 06:30,9.08,83.239,4.56,1004.6,0.0,343.1
28/05/2004 07:00,9.45,80.551,4.763,1004.4,0.0,330.86
28/05/2004 07:30,10.03,74.643,5.524,1004.0,0.82,290.6
28/05/2004 08:00,9.939,74.505,5.115,1004.0,26.03,282.64
28/05/2004 08:30,9.83,74.754,5.736,1004.2,57.14,330.1
28/05/2004 09:00,10.61,73.946,6.379,1004.6,76.04,341.47
28/05/2004 09:30,10.939,74.249,6.058,1004.7,79.75,350.02
28/05/2004 10:00,10.41,82.14,6.901,1005.0,55.22,353.37
28/05/2004 10:30,10.189,87.156,6.409,1005.4,124.54,348.48
28/05/2004 11:00,10.83,78.442,6.248,1005.2,173.82,344.73
28/05/2004 11:30,11.08,76.238,5.503,1005.2,136.53,347.74
28/05/2004 12:00,11.25,73.576,6.945,1005.0,147.59,344.87
28/05/2004 12:30,11.62,68.231,7.247,1004.7,353.7,334.5
28/05/2004 13:00,11.24,71.267,7.459,1004.5,148.65,339.15
28/05/2004 13:30,11.67,63.699,6.837,1004.3,252.91,311.7
28/05/2004 14:00,12.35,52.556,9.287,1004.0,539.19,307.27
28/05/2004 14:30,12.129,52.686,8.589,1004.0,262.56,282.34
28/05/2004 15:00,12.18,49.958,8.236,1004.3,439.8,317.46
28/05/2004 15:30,11.75,57.363,7.008,1004.6,61.71,342.2
28/05/2004 16:00,11.28,64.034,6.388,1004.9,69.59,317.37
28/05/2004 16:30,11.28,58.898,6.641,1005.0,47.65,289.42
28/05/2004 17:00,11.129,58.995,7.41,1005.1,36.5,324.42
28/05/2004 17:30,10.67,62.172,5.706,1005.4,1.49,268.18
28/05/2004 18:00,10.22,62.434,6.198,1005.9,0.0,281.76
28/05/2004 18:30,9.66,66.12,6.0,1006.1,0.0,256.61
28/05/2004 19:00,9.28,67.309,6.563,1006.3,0.0,276.57
28/05/2004 19:30,9.16,68.181,6.347,1006.4,0.0,281.15
28/05/2004 20:00,9.11,67.791,6.798,1006.5,0.0,255.82
28/05/2004 20:30,8.8,71.129,6.269,1006.7,0.0,257.09
28/05/2004 21:00,8.49,73.501,5.396,1007.0,0.0,253.81
28/05/2004 21:30,8.21,74.474,5.86,1007.1,0.0,253.68
28/05/2004 22:00,8.03,74.109,5.609,1007.2,0.0,284.61
28/05/2004 22:30,7.87,75.33,5.289,1007.2,0.0,262.42
28/05/2004 23:00,7.92,76.13,5.658,1007.2,0.0,261.57
28/05/2004 23:30,7.62,77.36,5.56,1007.15,0.0,252.06
29/05/2004 00:00,7.53,76.763,5.485,1007.1,0.0,268.14
29/05/2004 00:30,7.46,77.045,5.081,1007.2,0.0,283.26
29/05/2004 01:00,7.37,77.646,5.185,1007.0,0.0,265.92
29/05/2004 01:30,7.18,78.226,5.54,1006.7,0.0,251.66
29/05/2004 02:00,7.04,78.363,5.348,1007.0,0.0,276.14
29/05/2004 02:30,7.02,78.149,4.854,1007.2,0.0,272.2
29/05/2004 03:00,6.83,78.263,5.588,1007.2,0.0,245.67
29/05/2004 03:30,8.08,76.672,3.375,1007.3,0.0,354.75
29/05/2004 04:00,8.06,76.246,2.841,1007.4,0.0,340.3
29/05/2004 04:30,7.84,77.874,3.556,1007.5,0.0,344.1
29/05/2004 05:00,7.77,77.476,3.602,1007.6,0.0,353.95
29/05/2004 05:30,7.86,75.691,4.396,1007.7,0.0,339.72
29/05/2004 06:00,8.08,73.035,4.21,1007.8,0.0,320.3
29/05/2004 06:30,7.67,75.111,3.761,1007.9,0.0,348.63
29/05/2004 07:00,7.59,75.096,3.888,1008.0,0.0,322.99
29/05/2004 07:30,7.77,73.562,3.962,1008.1,0.0,299.47
29/05/2004 08:00,7.51,74.559,4.796,1008.2,21.48,329.32
29/05/2004 08:30,7.56,74.251,4.568,1008.3,74.6,337.64
29/05/2004 09:00,7.99,73.076,4.216,1008.4,160.93,357.09
29/05/2004 09:30,7.56,72.964,3.907,1008.5,160.57,274.03
29/05/2004 10:00,8.8,67.155,4.039,1010.0,231.61,304.32
29/05/2004 10:30,9.47,64.932,4.151,1010.1,367.66,263.89
29/05/2004 11:00,9.93,63.692,4.087,1010.0,453.78,268.25
29/05/2004 11:30,10.33,62.764,4.43,1009.9,467.07,308.32
29/05/2004 12:00,10.68,60.343,4.392,1009.4,277.24,323.56
29/05/2004 12:30,10.85,59.671,4.5,1009.1,235.85,317.3
29/05/2004 13:00,11.39,55.098,4.428,1008.8,326.33,328.67
29/05/2004 13:30,11.66,50.969,4.521,1008.6,327.57,305.15
29/05/2004 14:00,11.66,51.084,4.201,1008.3,236.93,279.64
29/05/2004 14:30,11.6,51.487,4.169,1008.3,230.93,307.06
29/05/2004 15:00,11.85,50.448,3.715,1008.1,231.96,301.61
29/05/2004 15:30,11.92,51.539,3.931,1008.2,196.42,319.92
29/05/2004 16:00,11.85,50.855,4.697,1008.1,171.19,284.35
29/05/2004 16:30,11.72,50.373,5.457,1008.2,134.05,285.98
29/05/2004 17:00,11.42,51.069,4.821,1008.4,40.77,271.2
29/05/2004 17:30,11.02,52.416,4.579,1008.6,2.6,289.58
29/05/2004 18:00,10.66,54.69,4.705,1008.8,0.0,314.91
29/05/2004 18:30,10.57,55.788,5.113,1009.2,0.0,329.98
29/05/2004 19:00,10.54,56.69,5.752,1009.5,0.0,326.39
29/05/2004 19:30,10.35,57.722,4.913,1009.5,0.0,330.19
29/05/2004 20:00,10.51,57.149,5.023,1009.3,0.0,297.81
29/05/2004 20:30,10.45,58.104,5.032,1009.5,0.0,278.31
29/05/2004 21:00,10.32,59.176,5.017,1009.7,0.0,264.52
29/05/2004 21:30,9.75,61.095,5.156,1009.8,0.0,258.5
29/05/2004 22:00,8.81,65.293,4.354,1009.9,0.0,258.27
29/05/2004 22:30,8.59,65.576,3.679,1010.1,0.0,257.15
29/05/2004 23:00,8.61,64.657,3.664,1010.0,0.0,257.21
29/05/2004 23:30,8.55,64.105,3.836,1009.5,0.0,266.79
30/05/2004 00:00,8.36,64.3,4.024,1009.2,0.0,256.64
30/05/2004 00:30,8.439,63.311,3.987,1009.0,0.0,257.88
30/05/2004 01:00,8.27,64.107,4.365,1008.8,0.0,257.53
30/05/2004 01:30,8.18,64.582,3.941,1008.7,0.0,258.72
30/05/2004 02:00,7.85,66.103,3.912,1008.6,0.0,259.04
30/05/2004 02:30,7.83,66.297,4.055,1008.8,0.0,268.12
30/05/2004 03:00,7.629,67.19,4.06,1009.0,0.0,282.42
30/05/2004 03:30,7.42,67.921,4.04,1008.7,0.0,263.17
30/05/2004 04:00,7.61,67.626,4.283,1008.6,0.0,297.09
30/05/2004 04:30,7.66,67.833,3.992,1008.7,0.0,293.97
30/05/2004 05:00,7.9,67.566,3.695,1008.7,0.0,315.11
30/05/2004 05:30,7.75,68.581,3.253,1008.7,0.0,310.7
30/05/2004 06:00,7.71,69.404,3.245,1008.8,0.0,331.61
30/05/2004 06:30,7.879,69.02,3.442,1009.1,0.0,307.4
30/05/2004 07:00,8.02,69.434,3.807,1008.9,0.0,301.6
30/05/2004 07:30,8.32,69.982,4.343,1009.2,0.53,339.47
30/05/2004 08:00,8.1,73.507,3.541,1009.7,13.8,337.48
30/05/2004 08:30,7.98,73.996,3.968,1009.8,38.3,330.15
30/05/2004 09:00,8.07,73.971,3.09,1009.9,75.78,328.44
30/05/2004 09:30,8.78,72.565,6.637,1009.9,231.57,301.15
30/05/2004 10:00,9.81,70.433,6.098,1009.9,264.27,304.45
30/05/2004 10:30,11.06,68.387,5.455,1010.1,255.47,340.71
30/05/2004 11:00,11.3,69.001,5.27,1010.2,150.03,352.96
30/05/2004 11:30,11.79,68.828,5.851,1010.0,142.98,352.99
30/05/2004 12:00,12.02,68.716,6.004,1009.4,188.66,354.48
30/05/2004 12:30,12.379,67.641,5.813,1009.0,206.33,356.0
30/05/2004 13:00,12.66,67.478,6.857,1008.7,190.02,351.26
30/05/2004 13:30,13.95,63.872,4.428,1008.4,331.14,330.25
30/05/2004 14:00,15.48,57.985,6.748,1007.9,429.76,318.0
30/05/2004 14:30,15.43,58.022,4.783,1007.7,124.65,358.75
30/05/2004 15:00,15.61,56.674,5.736,1007.5,127.39,363.24
30/05/2004 15:30,15.22,60.125,5.667,1007.6,150.66,353.81
30/05/2004 16:00,14.26,63.528,6.814,1007.7,125.28,316.26
30/05/2004 16:30,13.73,66.167,5.712,1007.8,59.26,351.21
30/05/2004 17:00,12.16,71.891,7.135,1007.9,18.58,338.69
30/05/2004 17:30,11.15,75.351,6.478,1008.1,1.78,335.95
30/05/2004 18:00,10.34,78.461,7.487,1008.1,0.0,343.24
30/05/2004 18:30,10.05,79.451,8.117,1008.3,0.0,338.98
30/05/2004 19:00,10.02,79.766,8.092,1008.6,0.0,341.35
30/05/2004 19:30,9.91,80.416,7.644,1008.7,0.0,331.57
30/05/2004 20:00,9.95,80.783,8.555,1008.9,0.0,321.85
30/05/2004 20:30,9.9,81.538,8.366,1009.5,0.0,344.94
30/05/2004 21:00,9.98,82.742,8.276,1009.3,0.0,343.18
30/05/2004 21:30,10.05,83.15,9.031,1009.1,0.0,343.02
30/05/2004 22:00,9.93,83.572,7.595,1009.6,0.0,340.84
30/05/2004 22:30,9.76,84.76,6.288,1009.8,0.0,326.9
30/05/2004 23:00,9.78,85.807,6.811,1009.5,0.0,335.25
30/05/2004 23:30,9.72,86.688,7.122,1009.2,0.0,331.67
31/05/2004 00:00,9.57,86.572,8.367,1009.1,0.0,286.53
31/05/2004 00:30,9.46,86.689,8.886,1009.0,0.0,272.39
31/05/2004 01:00,9.39,86.647,8.434,1009.0,0.0,269.14
31/05/2004 01:30,9.31,86.515,8.123,1008.9,0.0,268.52
31/05/2004 02:00,9.17,86.563,7.81,1008.8,0.0,264.64
31/05/2004 02:30,9.26,85.466,8.632,1008.7,0.0,265.6
31/05/2004 03:00,9.37,84.45,8.642,1008.5,0.0,266.12
31/05/2004 03:30,9.52,83.466,9.48,1008.0,0.0,265.28
31/05/2004 04:00,9.55,83.092,8.966,1007.8,0.0,265.58
31/05/2004 04:30,9.59,82.826,8.556,1007.6,0.0,266.19
31/05/2004 05:00,9.51,82.947,9.194,1007.6,0.0,265.27
31/05/2004 05:30,9.7,80.871,9.42,1007.5,0.0,266.1
31/05/2004 06:00,9.55,81.382,8.332,1008.2,0.0,265.43
31/05/2004 06:30,9.41,81.256,7.2,1008.6,0.0,264.69
31/05/2004 07:00,9.24,81.036,7.062,1009.0,0.0,262.79
31/05/2004 07:30,9.03,80.942,7.78,1008.8,0.0,261.71
31/05/2004 08:00,9.12,78.546,8.629,1009.0,29.4,261.31
31/05/2004 08:30,9.33,76.503,9.499,1009.1,98.48,262.0
31/05/2004 09:00,9.55,75.202,8.737,1008.9,180.97,262.04
31/05/2004 09:30,10.16,71.409,9.201,1008.7,260.35,264.09
31/05/2004 10:00,10.78,68.495,9.634,1008.4,332.49,267.57
31/05/2004 10:30,11.4,66.275,10.094,1008.1,397.86,269.51
31/05/2004 11:00,12.0,63.895,9.45,1008.1,449.46,272.64
31/05/2004 11:30,12.76,60.496,9.943,1007.7,490.24,275.2
31/05/2004 12:00,13.28,58.354,10.771,1007.1,515.19,276.32
31/05/2004 12:30,13.79,56.874,10.562,1006.7,531.17,279.01
31/05/2004 13:00,14.379,54.237,10.058,1006.3,518.38,280.34
31/05/2004 13:30,14.64,53.782,9.037,1006.4,506.95,280.64
31/05/2004 14:00,15.189,49.811,9.978,1005.8,469.4,280.16
31/05/2004 14:30,15.39,47.552,10.665,1005.3,423.29,279.56
31/05/2004 15:00,15.56,46.972,9.919,1005.1,364.29,277.53
31/05/2004 15:30,15.67,46.082,9.47,1005.1,293.15,274.98
31/05/2004 16:00,15.47,47.084,9.006,1005.0,199.29,273.38
31/05/2004 16:30,15.08,49.145,8.865,1004.7,115.97,271.78
31/05/2004 17:00,14.65,50.767,9.112,1004.7,37.26,269.58
31/05/2004 17:30,14.22,52.481,8.97,1004.8,1.01,269.36
31/05/2004 18:00,13.71,55.559,7.855,1005.0,0.0,271.04
31/05/2004 18:30,13.5,55.145,9.229,1004.9,0.0,265.8
31/05/2004 19:00,13.27,54.962,9.021,1005.0,0.0,265.04
31/05/2004 19:30,13.01,56.321,10.253,1005.0,0.0,263.57
31/05/2004 20:00,12.84,56.328,10.4,1005.1,0.0,262.79
31/05/2004 20:30,12.89,54.685,10.835,1005.1,0.0,263.38
31/05/2004 21:00,12.67,55.6,10.762,1005.3,0.0,258.88
31/05/2004 21:30,12.379,57.417,11.183,1005.5,0.0,258.14
31/05/2004 22:00,12.25,57.955,11.229,1005.5,0.0,256.7
31/05/2004 22:30,12.08,58.351,11.02,1005.6,0.0,257.8
31/05/2004 23:00,12.129,57.403,10.293,1005.7,0.0,258.82
31/05/2004 23:30,12.379,54.749,7.003,1006.2,0.0,263.6
01/06/2004 00:00,12.0,55.425,7.899,1006.2,0.0,272.03
01/06/2004 00:30,11.81,55.11,9.861,1005.3,0.0,263.49
01/06/2004 01:00,11.93,52.596,8.812,1005.2,0.0,258.83
01/06/2004 01:30,12.05,50.634,7.737,1005.1,0.0,264.86
01/06/2004 02:00,11.55,52.229,9.143,1004.7,0.0,267.49
01/06/2004 02:30,11.02,54.237,9.503,1004.8,0.0,289.09
01/06/2004 03:00,10.61,55.081,8.118,1005.0,0.0,283.77
01/06/2004 03:30,10.77,53.044,9.702,1004.1,0.0,298.73
01/06/2004 04:00,10.1,56.362,7.59,1004.5,0.0,292.86
01/06/2004 04:30,9.91,56.785,10.053,1004.1,0.0,295.09
01/06/2004 05:00,9.66,57.575,9.396,1004.4,0.0,310.99
01/06/2004 05:30,9.96,55.296,9.907,1004.1,0.0,322.26
01/06/2004 06:00,9.61,57.002,9.514,1004.4,0.0,326.45
01/06/2004 06:30,9.39,58.255,8.276,1004.3,0.0,332.85
01/06/2004 07:00,9.48,58.097,11.501,1003.9,0.0,337.42
01/06/2004 07:30,9.27,59.533,13.377,1004.2,1.35,332.61
01/06/2004 08:00,9.47,57.671,11.253,1005.0,8.08,333.32
01/06/2004 08:30,9.71,55.167,10.401,1004.9,9.05,332.68
01/06/2004 09:00,9.7,55.645,11.505,1004.9,12.26,335.15
01/06/2004 09:30,9.79,54.824,10.497,1005.0,26.01,333.93
01/06/2004 10:00,9.76,55.063,9.585,1005.4,53.37,332.59
01/06/2004 10:30,9.89,54.887,8.642,1006.1,56.02,331.84
01/06/2004 11:00,9.92,54.979,8.274,1006.9,60.25,330.67
01/06/2004 11:30,9.89,55.768,9.22,1006.5,74.97,330.83
01/06/2004 12:00,10.11,55.016,10.698,1006.0,70.93,336.85
01/06/2004 12:30,10.17,56.001,9.569,1005.3,59.9,337.83
01/06/2004 13:00,10.34,56.466,9.596,1005.0,62.09,333.61
01/06/2004 13:30,10.6,55.473,9.809,1004.6,82.82,335.63
01/06/2004 14:00,10.95,54.548,8.983,1004.3,90.0,337.35
01/06/2004 14:30,11.21,54.197,9.65,1003.9,89.35,338.05
01/06/2004 15:00,11.45,53.009,9.894,1003.9,67.21,338.0
01/06/2004 15:30,11.71,50.421,9.1,1003.6,58.53,337.16
01/06/2004 16:00,11.61,52.063,7.33,1003.9,42.03,328.52
01/06/2004 16:30,11.51,53.772,5.563,1004.4,36.98,319.88
01/06/2004 17:00,11.5,54.974,6.87,1004.5,10.28,322.23
01/06/2004 17:30,11.55,55.66,8.338,1004.6,0.0,330.46
01/06/2004 18:00,11.62,54.973,7.697,1004.9,0.0,327.14
01/06/2004 18:30,11.65,54.904,8.486,1005.0,0.0,336.56
01/06/2004 19:00,11.53,55.329,8.807,1005.2,0.0,336.44
01/06/2004 19:30,11.49,56.158,9.214,1005.1,0.0,336.66
01/06/2004 20:00,11.53,55.998,9.028,1005.1,0.0,332.2
01/06/2004 20:30,11.64,55.063,7.703,1005.3,0.0,330.04
01/06/2004 21:00,11.75,54.244,7.842,1005.3,0.0,327.38
01/06/2004 21:30,11.95,53.085,8.807,1005.1,0.0,320.23
01/06/2004 22:00,11.93,53.11,8.896,1004.9,0.0,324.61
01/06/2004 22:30,12.17,51.45,10.253,1004.9,0.0,326.29
01/06/2004 23:00,12.27,51.81,11.6,1004.9,0.0,329.25
01/06/2004 23:30,11.85,53.622,10.522,1005.1,0.0,328.03
02/06/2004 00:00,11.34,58.095,11.2,1005.1,0.0,323.83
02/06/2004 00:30,10.98,61.449,11.125,1004.9,0.0,322.97
02/06/2004 01:00,10.79,63.323,11.52,1004.9,0.0,333.8
02/06/2004 01:30,10.46,66.508,8.695,1005.5,0.0,330.95
02/06/2004 02:00,10.16,69.907,8.532,1005.6,0.0,332.1
02/06/2004 02:30,10.129,72.498,8.669,1005.4,0.0,332.82
02/06/2004 03:00,10.04,73.574,8.173,1005.2,0.0,332.83
02/06/2004 03:30,9.86,74.427,9.53,1005.2,0.0,335.16
02/06/2004 04:00,9.55,76.6,8.3,1005.4,0.0,339.11
02/06/2004 04:30,9.22,79.343,7.41,1005.1,0.0,339.82
02/06/2004 05:00,9.11,80.215,7.581,1004.8,0.0,335.26
02/06/2004 05:30,9.14,80.373,7.325,1004.3,0.0,335.72
02/06/2004 06:00,9.23,79.748,7.868,1004.1,0.0,335.87
02/06/2004 06:30,9.29,79.287,7.51,1003.9,0.0,336.16
02/06/2004 07:00,9.51,77.979,7.721,1003.8,0.0,339.81
02/06/2004 07:30,9.3,79.969,8.016,1004.2,0.0,341.92
02/06/2004 08:00,8.99,82.441,9.014,1004.2,4.16,340.0
02/06/2004 08:30,9.01,82.512,9.34,1003.7,27.68,338.09
02/06/2004 09:00,9.3,81.257,8.297,1003.7,49.44,336.49
02/06/2004 09:30,9.61,79.133,8.516,1003.8,51.1,334.45
02/06/2004 10:00,9.75,78.015,6.806,1003.9,48.98,332.45
02/06/2004 10:30,9.81,77.985,6.96,1003.8,106.93,331.86
02/06/2004 11:00,10.03,77.056,7.992,1003.5,117.54,331.13
02/06/2004 11:30,10.25,76.262,7.329,1003.3,102.52,336.28
02/06/2004 12:00,10.31,76.534,6.413,1003.0,140.44,335.12
02/06/2004 12:30,10.5,75.565,6.866,1002.6,177.62,337.55
02/06/2004 13:00,10.59,73.931,8.79,1001.7,177.15,330.27
02/06/2004 13:30,10.58,75.953,8.849,1001.6,142.69,334.69
02/06/2004 14:00,10.58,76.298,9.144,1001.2,141.83,334.28
02/06/2004 14:30,10.31,77.884,8.486,1001.3,73.35,332.11
02/06/2004 15:00,9.939,79.462,9.325,1001.2,52.45,331.17
02/06/2004 15:30,9.86,80.433,8.433,1001.1,57.62,337.22
02/06/2004 16:00,9.85,81.174,7.754,1001.3,22.41,345.06
02/06/2004 16:30,9.8,81.372,7.514,1001.2,19.41,340.16
02/06/2004 17:00,9.77,81.325,7.155,1001.2,13.4,340.05
02/06/2004 17:30,9.73,81.58,7.531,1001.0,2.84,337.31
02/06/2004 18:00,9.7,82.059,6.341,1001.6,0.0,344.91
02/06/2004 18:30,9.8,81.381,5.81,1001.8,0.0,344.68
02/06/2004 19:00,9.81,81.536,6.888,1002.1,0.0,342.89
02/06/2004 19:30,9.78,82.1,5.979,1002.3,0.0,343.35
02/06/2004 20:00,9.78,82.5,5.33,1002.5,0.0,343.02
02/06/2004 20:30,9.83,81.82,6.184,1002.4,0.0,325.32
02/06/2004 21:00,9.65,82.708,6.219,1002.4,0.0,313.45
02/06/2004 21:30,9.33,84.056,6.355,1002.4,0.0,314.74
02/06/2004 22:00,9.34,83.514,7.366,1002.3,0.0,340.11
02/06/2004 22:30,9.379,83.241,6.968,1002.2,0.0,345.76
02/06/2004 23:00,9.54,82.694,6.208,1002.3,0.0,343.89
02/06/2004 23:30,9.66,81.91,6.117,1002.3,0.0,345.17
03/06/2004 00:00,9.71,81.769,5.728,1002.3,0.0,342.59
03/06/2004 00:30,9.67,81.818,6.276,1002.0,0.0,340.74
03/06/2004 01:00,9.71,81.763,5.854,1001.9,0.0,337.54
03/06/2004 01:30,9.56,82.433,5.708,1002.1,0.0,341.78
03/06/2004 02:00,9.51,82.572,5.04,1001.9,0.0,341.95
03/06/2004 02:30,9.47,82.635,5.503,1001.6,0.0,326.75
03/06/2004 03:00,9.17,84.23,5.544,1001.5,0.0,323.97
03/06/2004 03:30,9.09,84.372,4.624,1001.4,0.0,333.09
03/06/2004 04:00,9.27,84.118,4.32,1001.2,0.0,341.11
03/06/2004 04:30,9.53,84.532,3.323,1001.1,0.0,340.34
03/06/2004 05:00,9.46,85.227,3.988,1001.1,0.0,342.03
